LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,target
200000.0,2,2,2,32.0,2,2,2,2,2,2,4634.0,49858.0,48766.0,47428.0,4334.0,43469.0,2000.0,0.0,2000.0,2000.0,2500.0,2000.0,1.0
250000.0,2,1,1,34.0,1,2,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7500.0,0.0,1.0
240000.0,1,2,2,24.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
360000.0,1,2,2,43.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20000.0,2,2,2,33.0,-1,2,0,0,0,0,8019.0,7992.0,14149.0,11961.0,12996.0,13091.0,3000.0,0.0,1175.0,0.0,570.0,552.0,1.0
210000.0,2,2,2,25.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100000.0,2,2,1,34.0,2,2,2,2,2,2,92333.0,98652.0,97470.0,97550.0,97534.0,101912.0,0.0,4000.0,3800.0,3200.0,0.0,3100.0,1.0
160000.0,2,2,1,35.0,0,0,0,0,0,0,161053.0,162052.0,161049.0,160853.0,162321.0,162321.0,6200.0,5200.0,5200.0,1500.0,1673.0,0.0,1.0
200000.0,1,2,2,30.0,0,0,0,0,0,0,61525.0,64437.0,61852.0,73956.0,71710.0,72197.0,6000.0,6000.0,0.0,6000.0,30000.0,4500.0,1.0
60000.0,2,2,2,34.0,2,2,2,2,2,2,636.0,7072.0,7052.0,7072.0,7069.0,7277.0,1500.0,1500.0,0.0,4000.0,0.0,0.0,1.0
200000.0,2,2,2,36.0,0,0,0,0,0,0,84464.0,87871.0,87534.0,85560.0,129760.0,121774.0,39000.0,5200.0,0.0,9500.0,7000.0,33000.0,1.0
120000.0,1,3,1,49.0,-1,-1,-1,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20000.0,2,2,1,36.0,-1,-1,2,2,2,-2,1435.0,18.0,784.0,0.0,644.0,644.0,18.0,0.0,0.0,0.0,644.0,0.0,1.0
20000.0,1,2,1,36.0,-2,0,0,-2,0,-2,1875.0,1875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20000.0,1,3,1,39.0,2,2,2,2,-2,-2,0.0,4980.0,1190.0,0.0,4790.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,1.0
50000.0,2,2,2,25.0,1,2,0,0,2,3,3297.0,2650.0,2670.0,2716.0,2715.0,3100.0,0.0,1318.0,0.0,300.0,0.0,0.0,1.0
50000.0,1,2,1,40.0,0,0,0,0,0,0,15474.0,15891.0,15985.0,16650.0,16097.0,17200.0,2000.0,2000.0,4500.0,1000.0,0.0,900.0,1.0
360000.0,1,2,2,29.0,1,-2,2,2,2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30000.0,1,2,1,46.0,2,2,2,0,0,0,27478.0,26404.0,26757.0,26183.0,25710.0,24365.0,0.0,5000.0,2000.0,0.0,3000.0,0.0,1.0
160000.0,2,2,2,29.0,-2,-2,-2,-2,-2,-2,2636.0,1649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
180000.0,2,2,1,41.0,-2,-2,-2,-2,-2,-2,816.0,12850.0,1699.0,1699.0,0.0,0.0,0.0,1000.0,1699.0,0.0,0.0,0.0,1.0
70000.0,2,3,1,49.0,2,2,2,2,2,2,69360.0,75087.0,72785.0,73945.0,74285.0,74265.0,0.0,3300.0,3000.0,0.0,4500.0,5000.0,1.0
150000.0,2,2,1,37.0,-2,2,2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
90000.0,2,1,1,32.0,1,2,2,2,0,0,917.0,917.0,917.0,917.0,917.0,917.0,0.0,0.0,0.0,0.0,7500.0,6500.0,1.0
240000.0,1,2,1,30.0,2,0,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
180000.0,2,1,2,29.0,-1,2,2,2,0,0,390.0,390.0,780.0,390.0,390.0,390.0,2000.0,0.0,0.0,0.0,0.0,0.0,1.0
290000.0,2,2,1,48.0,1,2,0,0,0,0,74860.0,77488.0,73720.0,80793.0,84797.0,86052.0,10400.0,926.0,5000.0,5000.0,5000.0,5000.0,1.0
20000.0,2,2,2,24.0,2,2,0,2,2,2,19137.0,18145.0,18650.0,18326.0,17747.0,18578.0,2000.0,1291.0,1280.0,0.0,2000.0,600.0,1.0
20000.0,2,3,1,38.0,2,2,2,2,2,2,18085.0,19250.0,18085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990.0,1.0
200000.0,2,1,1,26.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
80000.0,1,2,2,27.0,-1,-1,-1,-1,-1,-1,390.0,390.0,390.0,390.0,390.0,390.0,0.0,390.0,390.0,0.0,390.0,390.0,1.0
100000.0,2,2,1,38.0,1,-1,-2,-2,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10000.0,1,2,2,30.0,2,0,0,0,0,0,851.0,732.0,830.0,1000.0,1248.0,1082.0,1000.0,1000.0,1000.0,700.0,651.0,1000.0,1.0
130000.0,2,2,2,42.0,-1,-1,-1,-1,-1,-1,1275.0,1285.0,1285.0,1285.0,1375.0,1375.0,1275.0,1285.0,1285.0,1375.0,1375.0,0.0,1.0
50000.0,2,1,1,28.0,1,2,2,0,0,0,43745.0,46538.0,44669.0,47250.0,47974.0,46439.0,2000.0,2000.0,2000.0,2000.0,0.0,2000.0,1.0
20000.0,1,2,2,30.0,3,3,4,4,2,2,864.0,863.0,863.0,863.0,863.0,863.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
290000.0,2,2,2,27.0,0,0,2,2,2,2,39069.0,383875.0,40159.0,48458.0,162635.0,165570.0,10000.0,10000.0,5000.0,0.0,5000.0,0.0,1.0
40000.0,2,2,2,24.0,3,-1,-1,-1,0,-1,4850.0,4500.0,4500.0,4500.0,0.0,0.0,4500.0,0.0,4500.0,0.0,0.0,0.0,1.0
110000.0,2,2,1,30.0,4,3,3,2,3,2,113877.0,113934.0,113581.0,81903.0,89057.0,89025.0,0.0,0.0,0.0,10300.0,3400.0,0.0,1.0
80000.0,2,1,1,31.0,0,0,0,0,0,0,79915.0,79851.0,78908.0,78914.0,76593.0,78683.0,2588.0,1320.0,1544.0,1263.0,1216.0,1210.0,1.0
210000.0,2,2,1,43.0,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
450000.0,2,1,2,46.0,2,2,2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
50000.0,2,1,1,37.0,2,2,2,2,2,2,49957.0,48483.0,48458.0,49463.0,49770.0,50310.0,4500.0,3500.0,2000.0,2000.0,0.0,4000.0,1.0
180000.0,2,3,1,38.0,2,2,2,0,0,0,131262.0,131949.0,122460.0,124559.0,98514.0,123264.0,0.0,4000.0,30000.0,30000.0,2700.0,3000.0,1.0
20000.0,2,1,2,28.0,2,2,2,2,0,0,20277.0,20266.0,20205.0,21974.0,22087.0,23993.0,0.0,2500.0,0.0,0.0,0.0,522.0,1.0
100000.0,1,2,2,27.0,1,-1,2,0,0,-2,2395.0,2395.0,2529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
360000.0,1,3,1,51.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
200000.0,2,3,2,27.0,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20000.0,2,2,1,38.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,1.0
60000.0,2,3,2,23.0,2,2,2,2,2,2,56451.0,56450.0,63331.0,63947.0,67746.0,73022.0,5600.0,0.0,3800.0,0.0,3000.0,10000.0,1.0
30000.0,2,2,2,31.0,1,-2,-2,-2,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20000.0,2,2,1,27.0,-1,-1,-1,-1,-1,-1,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,1.0
180000.0,2,1,1,55.0,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,657.0,0.0,0.0,0.0,657.0,0.0,0.0,0.0,1.0
300000.0,1,1,1,41.0,-2,-2,-2,-2,-2,-2,-150.0,-150.0,-150.0,-150.0,-150.0,-150.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
50000.0,2,3,2,26.0,0,0,0,-1,-1,-1,713.0,514.0,816.0,632.0,1351.0,2317.0,0.0,816.0,0.0,3352.0,2317.0,0.0,1.0
30000.0,1,2,2,25.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
50000.0,1,3,2,46.0,0,0,0,0,0,0,12322.0,12529.0,12863.0,12892.0,9578.0,12079.0,3000.0,2000.0,1000.0,0.0,3000.0,0.0,1.0
20000.0,2,3,2,52.0,2,-1,-1,0,0,0,2960.0,2980.0,2980.0,2980.0,2549.0,2555.0,2960.0,2980.0,0.0,2750.0,2955.0,973.0,1.0
260000.0,1,2,1,40.0,1,2,0,0,-2,-2,60320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
140000.0,2,1,2,28.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
140000.0,2,1,2,25.0,2,2,2,2,2,2,132049.0,141896.0,134193.0,141049.0,140920.0,143062.0,0.0,0.0,4000.0,0.0,4000.0,0.0,1.0
50000.0,2,2,2,31.0,2,2,0,0,0,0,55975.0,49071.0,49813.0,49679.0,49815.0,49768.0,1900.0,2000.0,2000.0,1000.0,1000.0,1000.0,1.0
30000.0,2,1,1,33.0,2,2,2,2,2,2,29006.0,28983.0,2910.0,28963.0,2890.0,28982.0,28983.0,0.0,0.0,0.0,0.0,0.0,1.0
120000.0,2,2,1,37.0,0,0,-2,-2,-2,-2,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30000.0,2,2,2,33.0,1,2,-2,-2,-2,-2,3640.0,0.0,0.0,0.0,0.0,0.0,4200.0,0.0,0.0,1450.0,0.0,0.0,1.0
50000.0,2,1,2,29.0,-1,-1,2,-2,-1,-1,782.0,0.0,0.0,0.0,0.0,9982.0,0.0,0.0,0.0,0.0,9982.0,9982.0,1.0
60000.0,1,1,1,34.0,1,-1,-1,-1,-1,-1,4900.0,-47.0,1746.0,2893.0,0.0,2201.0,0.0,4843.0,2792.0,0.0,2200.0,0.0,1.0
140000.0,1,1,2,28.0,1,-2,-2,-1,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
50000.0,2,2,1,31.0,0,0,0,0,0,0,2447.0,2473.0,2586.0,2465.0,2788.0,2560.0,1343.0,2312.0,1236.0,1500.0,1000.0,1500.0,1.0
240000.0,1,1,1,39.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20000.0,2,2,2,36.0,-1,0,0,0,-2,-2,3612.0,0.0,0.0,0.0,0.0,0.0,3612.0,0.0,0.0,0.0,0.0,0.0,1.0
10000.0,2,2,2,30.0,3,2,2,2,2,2,6756.0,7054.0,7063.0,7660.0,7079.0,716.0,0.0,0.0,2500.0,0.0,0.0,0.0,1.0
90000.0,2,2,2,41.0,2,2,2,2,2,2,78547.0,84934.0,70844.0,79827.0,73824.0,79924.0,0.0,3900.0,7000.0,7800.0,7400.0,0.0,1.0
30000.0,2,2,1,36.0,-1,-1,2,0,-1,-1,2786.0,1520.0,3258.0,539.0,0.0,0.0,1520.0,1520.0,0.0,0.0,0.0,0.0,1.0
20000.0,2,2,2,34.0,2,2,2,2,2,2,10911.0,11047.0,10404.0,11708.0,11700.0,11239.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1.0
30000.0,2,2,1,51.0,2,2,7,7,7,7,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
160000.0,1,2,2,30.0,2,0,0,0,0,0,95964.0,93686.0,93856.0,97205.0,92601.0,93383.0,4000.0,3500.0,5200.0,5500.0,5000.0,0.0,1.0
170000.0,1,2,1,42.0,2,0,0,0,0,0,149699.0,146794.0,157928.0,173612.0,160744.0,184178.0,6500.0,15300.0,5100.0,3000.0,3044.0,4500.0,1.0
360000.0,2,1,1,38.0,1,-2,-2,-2,-2,-1,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100000.0,1,2,2,34.0,1,2,2,2,2,2,79851.0,78450.0,69147.0,69157.0,69149.0,92451.0,3600.0,0.0,3100.0,2900.0,0.0,0.0,1.0
100000.0,2,3,2,24.0,2,2,2,0,0,0,70736.0,71774.0,79361.0,73527.0,73638.0,50946.0,0.0,2800.0,0.0,4200.0,4200.0,3100.0,1.0
30000.0,2,2,2,52.0,0,0,0,0,0,0,27884.0,27965.0,28394.0,27184.0,29172.0,26932.0,1800.0,2000.0,2000.0,1005.0,1000.0,1000.0,1.0
150000.0,2,1,2,27.0,1,-2,-2,-2,-2,-1,0.0,8014.0,8014.0,0.0,0.0,0.0,0.0,8014.0,0.0,0.0,0.0,0.0,1.0
20000.0,2,2,2,31.0,1,2,2,2,2,2,11457.0,11271.0,11189.0,12074.0,1306.0,12094.0,2000.0,0.0,1000.0,0.0,1000.0,1000.0,1.0
90000.0,1,2,1,41.0,1,2,2,-2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20000.0,1,3,1,37.0,-1,2,-1,-1,-1,-2,0.0,0.0,0.0,29.0,6894.0,6894.0,0.0,0.0,3000.0,6894.0,6894.0,6894.0,1.0
30000.0,1,1,1,35.0,0,0,0,0,0,0,2622.0,2388.0,1670.0,1759.0,1809.0,22701.0,1000.0,300.0,1000.0,1000.0,1000.0,1000.0,1.0
50000.0,2,2,2,25.0,-2,2,2,-2,-2,-2,838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
210000.0,2,2,1,46.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,1.0
500000.0,1,1,2,26.0,1,-1,2,-2,-2,-1,-200.0,-200.0,-200.0,3200.0,-200.0,0.0,0.0,4200.0,3200.0,0.0,0.0,0.0,1.0
150000.0,2,2,2,40.0,-1,-1,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
70000.0,2,1,1,39.0,-1,-1,-1,-1,-1,-1,615.0,615.0,645.0,645.0,645.0,635.0,615.0,0.0,645.0,645.0,635.0,715.0,1.0
50000.0,1,1,1,37.0,1,2,-2,-2,-2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
280000.0,1,2,1,33.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10000.0,2,3,1,38.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
360000.0,2,2,2,27.0,-1,-1,-1,-1,-1,-1,796.0,796.0,796.0,796.0,796.0,796.0,796.0,796.0,796.0,796.0,796.0,796.0,1.0
170000.0,2,1,2,43.0,-2,2,2,-1,-1,-2,1796.0,1796.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
180000.0,2,2,2,36.0,-1,-1,-1,-1,0,0,618.0,0.0,0.0,1629.0,1628.0,1000.0,0.0,1629.0,0.0,0.0,1500.0,0.0,1.0
20000.0,2,1,2,42.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60000.0,1,2,3,28.0,1,2,2,2,2,2,59738.0,59860.0,61313.0,63627.0,59659.0,20900.0,0.0,5000.0,0.0,2800.0,0.0,0.0,1.0
180000.0,2,1,2,37.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
200000.0,2,2,1,49.0,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
360000.0,2,3,1,27.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
50000.0,1,2,2,26.0,2,2,2,0,0,0,46912.0,48937.0,47867.0,48999.0,50764.0,50736.0,3000.0,2000.0,2000.0,3000.0,2500.0,3000.0,1.0
50000.0,2,2,2,25.0,2,0,0,0,0,0,24891.0,25961.0,25513.0,27678.0,27208.0,3479.0,1250.0,1006.0,1056.0,1000.0,1000.0,1000.0,1.0
20000.0,1,2,2,27.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20000.0,2,3,2,29.0,0,0,0,0,0,2,1333.0,1333.0,1333.0,1333.0,1333.0,1333.0,5000.0,5000.0,0.0,0.0,0.0,0.0,1.0
500000.0,1,2,2,28.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
120000.0,2,1,2,48.0,-1,-1,-2,-2,-2,-2,1320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
430000.0,2,1,2,37.0,-1,-1,-1,-1,-1,-1,0.0,0.0,576.0,676.0,681.0,676.0,0.0,576.0,576.0,676.0,681.0,676.0,1.0
30000.0,2,2,2,23.0,2,2,2,2,0,0,14081.0,17862.0,18096.0,18076.0,13897.0,13894.0,0.0,5000.0,1000.0,1000.0,1000.0,2500.0,1.0
190000.0,1,2,1,53.0,0,0,0,2,2,3,143789.0,172583.0,172317.0,175026.0,181626.0,181362.0,5000.0,4500.0,4500.0,4500.0,14000.0,4500.0,1.0
30000.0,1,2,2,29.0,1,2,0,0,0,0,9500.0,9400.0,12000.0,18000.0,18500.0,18000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
50000.0,2,1,1,39.0,-1,-1,-1,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
50000.0,1,2,1,43.0,2,2,0,0,0,0,59624.0,54414.0,57531.0,57531.0,46929.0,53374.0,0.0,5996.0,1246.0,5053.0,5043.0,4870.0,1.0
10000.0,2,2,1,26.0,1,-2,-2,-2,-2,-2,637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
200000.0,2,1,2,31.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
130000.0,1,2,2,42.0,-1,-2,-2,0,0,-2,0.0,17000.0,17000.0,0.0,0.0,0.0,0.0,0.0,17000.0,0.0,0.0,0.0,1.0
130000.0,1,1,1,39.0,2,2,2,-2,-2,-2,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
260000.0,2,2,2,37.0,4,-2,-1,-2,-2,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
210000.0,1,3,2,48.0,2,2,2,2,2,2,141237.0,14688.0,140629.0,143625.0,14301.0,14898.0,3100.0,0.0,0.0,0.0,8800.0,2200.0,1.0
290000.0,2,1,2,36.0,0,0,2,0,0,0,69958.0,67575.0,61160.0,67926.0,61324.0,64562.0,0.0,3000.0,6500.0,0.0,3000.0,3500.0,1.0
360000.0,2,3,2,29.0,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
200000.0,1,3,2,35.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,-18.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20000.0,2,3,2,31.0,2,2,0,0,0,0,12097.0,120719.0,12908.0,25603.0,25473.0,26374.0,0.0,6500.0,1300.0,1800.0,1800.0,1600.0,1.0
160000.0,2,2,2,40.0,-1,-1,-1,2,-1,-1,598.0,498.0,498.0,498.0,552.0,0.0,498.0,498.0,498.0,552.0,0.0,0.0,1.0
150000.0,1,2,2,29.0,-2,-2,-2,-2,-2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
90000.0,1,1,2,34.0,1,-2,-2,0,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20000.0,2,2,2,24.0,0,2,0,0,0,0,4285.0,20231.0,21459.0,20294.0,19238.0,2200.0,0.0,2000.0,0.0,0.0,0.0,0.0,1.0
360000.0,2,2,2,25.0,1,-2,-2,-2,-2,-2,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
200000.0,2,2,1,34.0,0,0,0,0,2,2,20500.0,20500.0,20500.0,20500.0,19000.0,18000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,1.0
50000.0,1,3,1,36.0,0,0,0,0,0,0,48867.0,43465.0,44934.0,49716.0,50498.0,45932.0,4500.0,4500.0,2000.0,2000.0,2000.0,2000.0,1.0
80000.0,1,1,1,48.0,-1,-1,-1,-1,-1,-2,-150.0,4200.0,3044.0,300.0,1238.0,25.0,4.0,1000.0,300.0,1238.0,24.0,0.0,1.0
